"ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ
Ιστορίας, Αρχαιολογίας και Κοινωνικής Ανθρωπολογίας",Βόλος,10
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ
Φιλοσοφίας",Πάτρα,9.94
"ΠΑΤΡΙΑΡΧΙΚΗ ΑΝΩΤΑΤΗ ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΑΚΑΔΗΜΙΑ ΚΡΗΤΗΣ (ΠΑΕΑ)
Πρόγραμμα Ιερατικών Σπουδών
Μόνο για άρρενες Χριστιανούς Ορθόδοξους",Ηράκλειο,9.76
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ
Φιλολογίας",Καλαμάτα,9.59
"ΙΟΝΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ
Τεχνών Ήχου και Εικόνας",Κέρκυρα,9.57
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Θεολογίας",Αθήνα,9.46
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΙΩΑΝΝΙΝΩΝ
Ιστορίας και Αρχαιολογίας",Ιωάννινα,9.458
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Κοινωνικής Θεολογίας και Χριστιανικού Πολιτισμού",Θεσσαλονίκη,9.4
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΙΑΣ
Πολιτισμού και Δημιουργικών Μέσων και Βιομηχανιών",Βόλος,9.33
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ
Θεατρικών Σπουδών",Πάτρα,9.32
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Αρχειονομίας, Βιβλιοθηκονομίας και Συστημάτων Πληροφόρησης",Αιγάλεω,9.31
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΡΗΤΗΣ
Φιλολογίας",Ρέθυμνο,9.308
"ΔΙΕΘΝΕΣ ΠΑΝΕΠΙΣΤΗΜΙΟ ΕΛΛΑΔΑΣ (ΔΙΠΑΕ)
Βιβλιοθηκονομίας, Αρχειονομίας και Συστημάτων Πληροφόρησης",Θεσσαλονίκη,9.275
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ
Παραστατικών και Ψηφιακών Τεχνών",Ναύπλιο,9.25
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΡΗΤΗΣ
Πολιτικής Επιστήμης",Ρέθυμνο,9.25
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Ιστορίας και Εθνολογίας",Κομοτηνή,9.225
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΙΩΑΝΝΙΝΩΝ
Φιλοσοφίας",Ιωάννινα,9.22
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Ελληνικής Φιλολογίας",Κομοτηνή,9.204
"ΙΟΝΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ
Αρχειονομίας, Βιβλιοθηκονομίας και Μουσειολογίας",Κέρκυρα,9.19
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΡΗΤΗΣ
Φιλοσοφίας",Ρέθυμνο,9.185
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Θεολογίας - Μουσουλμανικών Σπουδών",Θεσσαλονίκη,9.175
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΡΗΤΗΣ
Ιστορίας και Αρχαιολογίας",Ρέθυμνο,9.175
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ
Θεατρικών Σπουδών",Ναύπλιο,9.15
"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΑΠΘ)
Θεολογίας",Θεσσαλονίκη,9.15
"ΔΗΜΟΚΡΙΤΕΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΘΡΑΚΗΣ (ΔΠΘ)
Γλώσσας, Φιλολογίας και Πολιτισμού Παρευξείνιων Χωρών",Κομοτηνή,9.08
"ΙΟΝΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ
Ψηφιακών Μέσων και Επικοινωνίας",Αργοστόλι,8.98
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΙΓΑΙΟΥ
Κοινωνικής Ανθρωπολογίας και Ιστορίας",Μυτιλήνη,8.96
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΙΓΑΙΟΥ
Κοινωνιολογίας",Μυτιλήνη,8.84
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΙΓΑΙΟΥ
Πολιτισμικής Τεχνολογίας και Επικοινωνίας",Μυτιλήνη,8.79
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΙΓΑΙΟΥ
Μεσογειακών Σπουδών: Αρχαιολογία, Γλωσσολογία, Διεθνείς Σχέσεις",Ρόδος,8.765
"ΕΘΝΙΚΟ & ΚΑΠΟΔΙΣΤΡΙΑΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ (ΕΚΠΑ)
Κοινωνικής Θεολογίας και Θρησκειολογίας",Αθήνα,8.75
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΕΛΟΠΟΝΝΗΣΟΥ
Ιστορίας, Αρχαιολογίας και Διαχείρισης Πολιτισμικών Αγαθών",Καλαμάτα,8.7
"ΠΑΝΕΠΙΣΤΗΜΙΟ ΠΑΤΡΩΝ
Ιστορίας - Αρχαιολογίας",Πάτρα,8.46
"ΙΟΝΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ
Ιστορίας και Ψηφιακών Ανθρωπιστικών Επιστημών",Κέρκυρα,8.4
